material_id,natoms,formula,min_pair_dist,guess_oxi_ok,frac_oxi_ok,featurisable,featurisable_with_frac,bl_min,bl_mean,cn_an_mean,madz_range,mad_max,frac_like_bonds,fi,wyckoff_econ,bv_rel_mean,L1,D1_804,L1',L2,L3,L4,next23_transport_reject,next23_risk_score,pauling_feature_error,pauling_p2_p5_decision
ssagen-t500-s20260802-a0022,11,K4Sn3O4,1.2561430810987682,False,True,False,True,0.5472436920414039,0.784170701885492,3.0,11.051993507828993,-1.075558971431394,0.3870967741935484,0.6788178716701414,1.0,1.4254072885857032,False,False,False,False,False,False,True,5.837124910794757,,REJECT
ssagen-t500-s20260802-a0023,11,Sr3(SO)4,1.6885073328570765,False,True,False,True,0.6139571537475335,0.6652357552423144,1.625,22.850224201219522,-2.9535793742360923,0.2777777777777778,0.6618283129128335,1.0,,False,False,False,False,False,False,True,7.281440413685798,,REJECT
ssagen-t500-s20260802-a0024,11,K4Sr3O4,1.374959052109135,False,False,False,False,,,,,,,,,,,,,,,,True,10.636465456246217,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0025,13,K4Se4O5,1.2765109706167994,False,True,False,True,0.5736567604263964,0.7223436744522839,2.0,32.83434186443779,25.140560084888335,0.6071428571428571,0.5369898255114057,1.0,,False,False,False,False,False,False,True,8.786930343259929,,REJECT
ssagen-t500-s20260802-a0026,8,K2O2,1.1873882386684411,False,True,False,True,0.6239153208012416,0.9355610103993411,1.5,13.532252980693459,12.308936271659022,0.6153846153846154,0.8202341305415322,1.0,,False,False,False,False,False,False,True,10.880396362776361,,REJECT
ssagen-t500-s20260802-a0027,13,Se4S4O5,0.7411142033959235,False,False,False,False,,,,,,,,,,,,,,,,True,4.47134245475856,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0028,12,SeSO,1.4405010282391233,True,True,True,True,0.7828064719502631,0.899894787736087,2.0,26.847594610468,31.35054246188105,0.6666666666666666,0.17420296004989932,1.0,,True,False,True,False,False,False,True,9.624858368583054,,REJECT
ssagen-t500-s20260802-a0029,11,K4Sr3O4,1.475073925880763,False,False,False,False,,,,,,,,,,,,,,,,True,7.229763848747178,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0030,11,Y3(CuO)4,1.4776700023615306,False,False,False,False,,,,,,,,,,,,,,,,True,6.149493307658944,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0031,11,K4Sr3O4,1.374111716569133,False,False,False,False,,,,,,,,,,,,,,,,True,10.99081111902097,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0032,11,K4Sr3O4,1.450548812284568,False,False,False,False,,,,,,,,,,,,,,,,True,5.408990069811141,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0033,15,Sr4O11,0.7565806045946235,False,True,False,True,0.5510225667903792,0.8424365083577642,1.8181818181818181,43.826793316923315,31.61315512169105,0.5666666666666667,0.7877573323062756,1.0,,False,False,False,False,False,False,True,6.461330456053351,,REJECT
ssagen-t500-s20260802-a0034,13,Sr4S4O5,1.220861646657308,False,True,False,True,0.5495077426394431,0.8899877470635205,1.7777777777777777,20.47063853234398,6.810911586554388,0.32142857142857145,0.5041125285137085,1.0,,False,False,False,False,False,False,True,6.063021381036474,,REJECT
ssagen-t500-s20260802-a0035,11,Cu3(SO)4,1.0031846316097437,False,True,False,True,0.925195851641932,1.02133226234919,1.625,25.366138505611634,57.247756912815845,0.7894736842105263,0.3745131672148889,1.0,,True,True,True,False,False,False,True,11.267117906835026,,REJECT
ssagen-t500-s20260802-a0036,9,YCuO,1.7670430278993372,False,False,False,False,,,,,,,,,,,,,,,,True,15.251161627954628,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0037,8,CuO,1.794667932002426,True,True,True,True,1.3490041882502872,1.3686039001536559,0.5,12.317535097621912,5.086618231949817,0.5555555555555556,0.4472779356966061,1.0,0.9850936716352795,True,True,True,False,False,False,True,6.962439086657053,,REJECT
ssagen-t500-s20260802-a0038,14,Se4(SO)5,1.3163922596244286,False,False,False,False,,,,,,,,,,,,,,,,True,7.071679221085533,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0039,11,Cu3(SO)4,1.1407192264173356,False,True,False,True,0.617140533969543,0.7667128596619509,1.125,23.637145065239956,4.086058576626147,0.3333333333333333,0.3745131672148889,1.0,,False,False,False,False,False,False,True,6.833535793768419,,REJECT
ssagen-t500-s20260802-a0040,11,K4Sn3O4,1.5419622069759886,False,True,False,True,0.7377809602755926,0.9641340620153303,1.75,9.593646762462107,1.3082419234884544,0.5,0.6788178716701414,1.0,0.8088290938229512,True,False,True,False,False,False,True,6.0705574928784225,,REJECT
ssagen-t500-s20260802-a0041,11,Sr3(SO)4,0.94653468843991,False,True,False,True,0.764035718063249,0.9126646759859857,2.0,27.609794120495195,8.221791444769035,0.5384615384615384,0.6618283129128335,1.0,,True,False,True,False,False,False,True,5.23498025818718,,REJECT
ssagen-t500-s20260802-a0042,13,Se4S4O5,1.151187050716227,False,False,False,False,,,,,,,,,,,,,,,,True,13.664204482991572,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0043,11,Sr3(SO)4,1.0738666493057187,False,True,False,True,0.575447662550956,0.8566117613950619,2.75,39.718959978866465,29.77911174355247,0.5142857142857142,0.6618283129128335,1.0,,False,False,False,False,False,False,True,8.184002688702234,,REJECT
ssagen-t500-s20260802-a0044,13,K4Sr4O5,1.8120512847873584,False,False,False,False,,,,,,,,,,,,,,,,True,5.305053090546485,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0045,13,K4Se4O5,1.156377490647409,False,True,False,True,0.6362970117291865,0.796779287164593,1.6666666666666667,23.070298571002365,7.940150215927575,0.32142857142857145,0.5369898255114057,1.0,,False,False,False,False,False,False,True,6.622318510550116,,REJECT
ssagen-t500-s20260802-a0046,11,Y3(SO)4,1.4999838820425802,False,True,False,True,0.6872060434982241,0.937412618059487,2.75,21.735906132686985,9.41370400954153,0.5882352941176471,0.5867076222296558,1.0,,False,False,False,False,False,False,True,7.01272906782442,,REJECT
ssagen-t500-s20260802-a0047,11,Y3(SO)4,1.042870350537669,False,True,False,True,0.6497070804480436,0.8591824115069917,2.0,15.582743852757815,-7.1595876522766435,0.34615384615384615,0.5867076222296558,1.0,,False,False,False,False,False,False,True,9.961610238103788,,REJECT
ssagen-t500-s20260802-a0048,13,Sr4S4O5,1.7904226377656576,False,True,False,True,0.6854634621789238,0.982941007319184,2.111111111111111,20.87532852155921,-2.6317287184385236,0.20588235294117646,0.5041125285137085,1.0,,False,False,False,False,False,False,True,6.654420156076674,,REJECT
ssagen-t500-s20260802-a0049,11,Cu4Sn3O4,1.3542838034426823,False,False,False,False,,,,,,,,,,,,,,,,True,12.400903727071466,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0050,11,K4Se3O4,1.8643926616168616,False,True,False,True,0.5987946961591372,0.7591093900119646,3.0,12.573767147946917,-3.1946461362254315,0.34375,0.5861524679500736,1.0,,False,False,False,False,False,False,True,4.981416998909318,,REJECT
ssagen-t500-s20260802-a0051,11,Sn3(SO)4,1.3288181991442878,False,True,False,True,0.6419411590069022,0.9114855956386005,2.25,23.16149947487157,-3.037913503477867,0.44,0.35525877871394995,1.0,,False,False,False,False,False,False,True,6.055221353529624,,REJECT
ssagen-t500-s20260802-a0052,13,K4Se4O5,0.8557706441704688,False,True,False,True,0.48418200358976854,0.7271309501392377,1.4444444444444444,43.74339906531226,31.114831811905226,0.45,0.5369898255114057,1.0,,False,False,False,False,False,False,True,9.51785300232078,,REJECT
ssagen-t500-s20260802-a0053,11,K4Sr3O4,1.7777847614049391,False,False,False,False,,,,,,,,,,,,,,,,True,10.066474129451217,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0054,9,Cu2O,2.100906751362648,True,True,True,True,1.1295197587971226,1.1893879157689717,1.0,6.750238967676921,-0.6837411546503609,0.6153846153846154,0.4472779356966061,1.0,0.9315550579003706,True,True,True,False,False,False,True,5.949550726587331,,REJECT
ssagen-t500-s20260802-a0055,11,K4Sn3O4,1.38575931643338,False,True,False,True,0.49847457425661146,0.9281569188524612,1.75,7.1749131931861845,-0.988534613397378,0.42105263157894735,0.6788178716701414,1.0,1.892595684944304,False,False,False,False,False,False,True,18.653650830817398,,REJECT
ssagen-t500-s20260802-a0056,15,Sr4S5O6,1.7686125741849408,False,True,False,True,0.6825550310473488,0.9278521303312555,1.4545454545454546,20.627516063427954,2.025406376226851,0.42424242424242425,0.46613701181864375,1.0,,False,False,False,False,False,False,True,6.132565449953729,,REJECT
ssagen-t500-s20260802-a0057,11,K4Sn3O4,1.5339656730085138,False,True,False,True,0.5887879058551057,0.8947099247153929,1.25,9.172541145880393,-0.3993053494242895,0.6,0.6788178716701414,1.0,1.0951504565139694,False,False,False,False,False,False,True,9.035421957537043,,REJECT
ssagen-t500-s20260802-a0058,12,Sr3S4O5,1.5432580732346528,False,True,False,True,0.530134014315681,0.588243235392892,2.2222222222222223,21.277075816338808,-3.755214075373088,0.5,0.4551725960576467,1.0,,False,False,False,False,False,False,True,10.26973659854043,,REJECT
ssagen-t500-s20260802-a0059,14,Sr4(SO)5,1.1915679615879784,False,True,False,True,0.6007425354584202,0.9348411863547013,1.5,23.689050070925546,10.3492525637927,0.48148148148148145,0.6898576830761677,1.0,,False,False,False,False,False,False,True,7.643001666314632,,REJECT
ssagen-t500-s20260802-a0060,10,Cu3S3O4,1.390264381815627,True,True,True,True,0.645091594162308,0.796424977465371,2.25,7.6134001121915365,0.3720081376835689,0.6,0.302323673928969,1.0,0.8112992823216718,False,False,False,False,False,False,True,11.190666213055586,,REJECT
ssagen-t500-s20260802-a0061,8,CuO,1.481202086698824,True,True,True,True,0.7983293083744653,1.1342641119912433,1.75,9.277826112540595,0.3195286648657092,0.6,0.4472779356966061,1.0,0.7127230119096888,True,False,True,False,False,False,True,10.87555141613648,,REJECT
ssagen-t500-s20260802-a0062,11,K4Cu3O4,1.2429156747089138,False,True,False,True,0.6566269001343223,0.8944635356317723,2.75,11.35437659321425,2.126678509239099,0.5135135135135135,0.6875517196961858,1.0,0.852061823246776,False,False,False,False,False,False,True,9.961063270218913,,REJECT
ssagen-t500-s20260802-a0063,11,Sm3(SO)4,0.9149305400541675,False,True,False,True,0.7019439053888571,1.0491152860711859,1.5,34.96669625821069,27.04364315250809,0.391304347826087,0.6011626393063743,1.0,,False,False,False,False,False,False,True,9.223066086130933,,REJECT
ssagen-t500-s20260802-a0064,12,SrO2,1.3597518888729672,False,True,False,True,0.6281306658893577,0.8651160949077796,2.0,24.941914796352876,17.207689084899286,0.34615384615384615,0.7877573323062756,1.0,,False,False,False,False,False,False,True,6.738318281387349,,REJECT
ssagen-t500-s20260802-a0065,11,K4Se3O4,1.396584509888358,False,True,False,True,0.5097023758716637,0.7003358310631782,2.142857142857143,22.175448502222675,7.862294100617341,0.38095238095238093,0.5861524679500736,1.0,,False,False,False,False,False,False,True,7.198191366431352,,REJECT
ssagen-t500-s20260802-a0066,8,K2O2,1.6509906582836975,False,True,False,True,0.7058152173901566,0.8353330533782768,1.0,10.116148177744503,5.487540602013015,0.6923076923076923,0.8202341305415322,1.0,,False,False,False,False,False,False,True,15.043308344245187,,REJECT
ssagen-t500-s20260802-a0067,12,Cu4Sn3O5,1.1427930002205844,False,False,False,False,,,,,,,,,,,,,,,,True,5.557534704442958,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0068,11,K4Sr3O4,1.3797141773977366,False,False,False,False,,,,,,,,,,,,,,,,True,6.665893004089074,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0069,8,K2O2,1.9795825562095304,False,True,False,True,0.8816054210134363,1.0114879212403651,2.25,6.284381802996573,-1.7786401509151286,0.3,0.8202341305415322,1.0,,True,True,True,True,False,False,True,8.518011446976207,,REJECT
ssagen-t500-s20260802-a0070,14,Se4(SO)5,1.404455115663027,False,False,False,False,,,,,,,,,,,,,,,,True,10.414236971299154,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0071,14,Sr4(SO)5,1.4073606369830312,False,True,False,True,0.5562690264755064,0.8480347627988088,2.3,19.759372115900263,-2.63717666602626,0.34285714285714286,0.6898576830761677,1.0,,False,False,False,False,False,False,True,5.811818642746804,,REJECT
ssagen-t500-s20260802-a0072,11,Cu3(SO)4,1.1772082996087099,False,True,False,True,0.552679952867939,0.982389015419542,1.625,28.960062157499543,7.441583277297122,0.4090909090909091,0.3745131672148889,1.0,,False,False,False,False,False,False,True,7.744013422668019,,REJECT
ssagen-t500-s20260802-a0073,11,Tb3(CuO)4,1.3983971679283422,False,False,False,False,,,,,,,,,,,,,,,,True,7.119460898020797,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0074,11,Cu3(SO)4,1.2831572652773406,False,True,False,True,0.7303678665380444,0.9374104388964749,2.25,22.540558926048213,9.05124584384215,0.6,0.3745131672148889,1.0,,False,False,False,False,False,False,True,7.243305289385103,,REJECT
ssagen-t500-s20260802-a0075,13,K4Sr4O5,1.7742144374926787,False,False,False,False,,,,,,,,,,,,,,,,True,4.500848846504062,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0076,13,Sr4S4O5,1.1011269884592252,False,True,False,True,0.5384480356987625,0.8437711979931002,2.2222222222222223,33.66242047075785,17.26350883705534,0.3548387096774194,0.5041125285137085,1.0,,False,False,False,False,False,False,True,6.154481874158394,,REJECT
ssagen-t500-s20260802-a0077,11,Sm3(SO)4,0.7547688069582561,False,True,False,True,0.8408678418462953,1.1246442713762743,1.625,22.446262429237628,15.936286941163376,0.5652173913043478,0.6011626393063743,1.0,,True,True,True,False,False,False,True,7.588916230465134,,REJECT
ssagen-t500-s20260802-a0078,11,K4Cu3O4,1.3716029501891165,False,True,False,True,0.7730889571527931,1.0913764331203597,3.5,12.268095692050165,2.1547723635778735,0.3870967741935484,0.6875517196961858,1.0,0.7850219867911015,True,False,True,False,False,False,True,7.640541854010106,,REJECT
ssagen-t500-s20260802-a0079,10,Sm3Cu3O4,1.2898029353561637,False,False,False,False,,,,,,,,,,,,,,,,True,12.254143271175534,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0080,11,K4Sm3O4,1.346866154976435,False,True,False,True,0.5611942312401814,0.9510110586397962,1.75,7.384395024159546,-1.8513736571879953,0.44,0.7824279023644418,1.0,0.7228748600657983,False,False,False,False,False,False,True,9.38083688861479,,REJECT
ssagen-t500-s20260802-a0081,13,Sr4S4O5,1.4455026399615152,False,True,False,True,0.5439087383068376,0.7757591453075939,2.4444444444444446,33.52400185305797,10.689662356488475,0.3125,0.5041125285137085,1.0,,False,False,False,False,False,False,True,9.948140470581528,,REJECT
ssagen-t500-s20260802-a0082,12,Sr3S4O5,1.6442499576587912,False,True,False,True,0.5444536283638381,0.8931334438204561,1.6666666666666667,24.916327013284622,-7.077687262077863,0.30434782608695654,0.4551725960576467,1.0,,False,False,False,False,False,False,True,6.326589624824631,,REJECT
ssagen-t500-s20260802-a0083,14,Sr4(SO)5,1.4543171918745177,False,True,False,True,0.5454292945741027,0.7699801388018562,2.9,34.6897175623024,14.985352112330705,0.5897435897435898,0.6898576830761677,1.0,,False,False,False,False,False,False,True,8.219406896746097,,REJECT
ssagen-t500-s20260802-a0084,11,Sr3(SO)4,1.0112125688649494,False,True,False,True,0.6169753709620331,0.9184285485815763,2.125,24.06791936527041,-5.681534027013413,0.34615384615384615,0.6618283129128335,1.0,,False,False,False,False,False,False,True,9.412296928179215,,REJECT
ssagen-t500-s20260802-a0085,11,K4Sr3O4,1.6794701241496448,False,False,False,False,,,,,,,,,,,,,,,,True,8.003344278043135,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0086,13,Se4S4O5,0.8021862315842069,False,False,False,False,,,,,,,,,,,,,,,,True,13.85236263869037,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0087,11,K4Sm3O4,1.2587880958201279,False,True,False,True,0.5700888466750268,0.9716634518079156,1.75,8.17436337280275,-1.0386897557541397,0.4827586206896552,0.7824279023644418,1.0,1.2917323303389323,False,False,False,False,False,False,True,6.550464544807577,,REJECT
ssagen-t500-s20260802-a0088,12,K4Sr3O5,1.50796542724477,False,False,False,False,,,,,,,,,,,,,,,,True,4.995300053177532,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0089,11,Se3(SO)4,0.8224756451660693,False,False,False,False,,,,,,,,,,,,,,,,True,8.744283005438838,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0090,11,K4Sr3O4,1.8538650303883952,False,False,False,False,,,,,,,,,,,,,,,,True,7.03681841251835,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0091,11,Se3(SO)4,1.1878091261971746,False,False,False,False,,,,,,,,,,,,,,,,True,10.432759196747178,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0092,11,Sn3(SO)4,1.5518499684297897,False,True,False,True,0.7341115172472409,1.0157898573746877,1.5,26.17823041935053,13.994304745066946,0.6363636363636364,0.35525877871394995,1.0,,False,False,False,False,False,False,True,4.257012770023326,,REJECT
ssagen-t500-s20260802-a0093,11,K4Y3O4,1.527844327015928,False,False,False,False,,,,,,,,,,,,,,,,True,6.7514237792151,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0094,15,K5Sr4O6,1.3377259150487961,False,False,False,False,,,,,,,,,,,,,,,,True,5.255434161716536,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0095,14,Se4(SO)5,1.2541476878296196,False,False,False,False,,,,,,,,,,,,,,,,True,12.820669673041616,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0096,11,K4Se3O4,1.4340258219665258,False,True,False,True,0.6107001809380826,0.7587224295686836,2.142857142857143,14.919577941690834,2.7420917524660062,0.3333333333333333,0.5861524679500736,1.0,,False,False,False,False,False,False,True,6.846024291180652,,REJECT
ssagen-t500-s20260802-a0097,11,K4Sr3O4,1.804694893873094,False,False,False,False,,,,,,,,,,,,,,,,True,9.161160690639129,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0098,13,Sr4S4O5,1.4388289528639644,False,True,False,True,0.5726232465657229,0.8442302739869966,1.7777777777777777,25.974059648896592,1.5486885348516317,0.32,0.5041125285137085,1.0,,False,False,False,False,False,False,True,9.040474689649498,,REJECT
ssagen-t500-s20260802-a0099,11,Se3(SO)4,1.7057950225569647,False,False,False,False,,,,,,,,,,,,,,,,True,8.059915806697727,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0100,9,YCuO,1.5897139716623911,False,False,False,False,,,,,,,,,,,,,,,,True,17.588272048110397,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0101,13,K4Se4O5,1.2723639178185868,False,True,False,True,0.5423011063380063,0.8164942930376459,2.3333333333333335,28.00851585750744,9.908934575957067,0.4411764705882353,0.5369898255114057,1.0,,False,False,False,False,False,False,True,8.13516505429574,,REJECT
ssagen-t500-s20260802-a0102,11,K4Tb3O4,1.7998636075897656,False,True,False,True,0.6474329523704194,1.116571787408573,2.0,5.59393177833366,-0.7883084298070018,0.6,0.7903886128489022,1.0,0.9233829345592319,False,False,False,False,False,False,True,6.874422980923063,,REJECT
ssagen-t500-s20260802-a0103,11,Sr3(SO)4,1.7406628404844549,False,True,False,True,0.5867006861046757,0.795494266618017,2.375,26.084326390520026,0.12242837900538817,0.4074074074074074,0.6618283129128335,1.0,,False,False,False,False,False,False,True,8.485633148468873,,REJECT
ssagen-t500-s20260802-a0104,13,Se4S4O5,1.3512207138721535,False,False,False,False,,,,,,,,,,,,,,,,True,9.89232565707421,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0105,11,Sr3(SO)4,1.0008367662691438,False,True,False,True,0.5354736061868588,1.0015955165141686,1.75,48.14293783785797,32.52790695100286,0.4074074074074074,0.6618283129128335,1.0,,False,False,False,False,False,False,True,10.2764623361927,,REJECT
ssagen-t500-s20260802-a0106,15,Se4S5O6,0.827633834693476,False,False,False,False,,,,,,,,,,,,,,,,True,7.355639881731802,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0107,13,K4Cu4O5,1.045553527412507,False,True,False,True,0.4908702006631491,0.8329831194966871,2.0,12.130352040146713,-1.5396145249321302,0.4117647058823529,0.6609473927455578,1.0,1.4889883184169035,False,False,False,False,False,False,True,14.081278030423324,,REJECT
ssagen-t500-s20260802-a0108,12,SeSO,1.4643083955531666,True,True,True,True,0.6904019796998878,0.8435778727929708,1.875,21.339655184885697,-1.8276066187929043,0.42857142857142855,0.17420296004989932,1.0,0.9145349886424624,False,False,False,False,False,False,True,12.076824852924018,,REJECT
ssagen-t500-s20260802-a0109,11,Sm3(CuO)4,1.47588104597422,False,False,False,False,,,,,,,,,,,,,,,,True,10.260876004345672,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0110,11,Cu4Sn3O4,1.1503353795635014,False,False,False,False,,,,,,,,,,,,,,,,True,12.371108943825753,integer and fractional oxidation-state inference failed,ABSTAIN
ssagen-t500-s20260802-a0111,13,Sr4S4O5,1.2525161476506865,False,True,False,True,0.6099181292684579,0.7129924851564473,2.4444444444444446,32.22173524658204,12.133094077115777,0.32142857142857145,0.5041125285137085,1.0,,False,False,False,False,False,False,True,5.958891131974136,,REJECT
